url	orgao
https://www.afogadosdaingazeira.pe.gov.br/prefeitura/portal-da-transparencia/	Portal da Transparência do Município de Afogados da Ingazeira
http://afranio.pe.gov.br/portal-da-transparencia/	Portal da Transparência do Município de Afrânio
https://aguapreta.pe.tenosoftsistemas.com.br/	Portal da Transparência do Município de Água Preta
https://aguasbelas.pe.tenosoftsistemas.com.br/	Portal da Transparência do Município de Águas Belas
https://www.alagoinha.pe.gov.br/transparencia/	Portal da Transparência do Município de Alagoinha
https://alianca.pe.gov.br/transparencia/	Portal da Transparência do Município de Aliança
http://netuse.inf.br/altinho_pm/portaltransparencia/	Portal da Transparência do Município de Altinho
http://amaraji.pe.transparenciamunicipal.online/	Portal da Transparência do Município de Amaraji
http://174.142.65.52:16444/transparencia/angelim/prefeitura/	Portal da Transparência do Município de Angelim
http://www.aracoiaba.pe.gov.br/transparencia/	Portal da Transparência do Município de Araçoiaba
https://lisura.araripina.pe.gov.br/clientes/araripina_pm/portaltransparencia/	Portal da Transparência do Município de Araripina
https://arcoverde.pe.tenosoftsistemas.com.br/	Portal da Transparência do Município de Arcoverde
http://transparencia.barradeguabiraba.pe.gov.br/	Portal da Transparência do Município de Barra de Guabiraba
http://www.transparenciagovernamental.com.br/barreiros	Portal da Transparência do Município de Barreiros
http://portal.belemdemaria.pe.gov.br:5656/transparencia/	Portal da Transparência do Município de Belém de Maria
http://www.belemdosaofrancisco.pe.gov.br/transparencia/	Portal da Transparência do Município de Belém de São Francisco
https://belojardim.pe.gov.br/portal-transparencia/	Portal da Transparência do Município de Belo Jardim
https://betania.pe.gov.br/transparencia/	Portal da Transparência do Município de Betânia
https://tenosoftsistemas.com.br/portal/v81/index/index.php?municipio=25&represent=2	Portal da Transparência do Município de Bezerros
https://transparencia.bodoco.pe.gov.br/	Portal da Transparência do Município de Bodocó
https://www.bomconselho.pe.gov.br/transparencia	Portal da Transparência do Município de Bom Conselho
https://bomjardim.pe.gov.br/transparencia/	Portal da Transparência do Município de Bom Jardim
https://tenosoftsistemas.com.br/portal/v81/pt_home/pt_home.php	Portal da Transparência do Município de Bonito
http://pe.portaldatransparencia.com.br/prefeitura/brejao/	Portal da Transparência do Município de Brejão
http://portaldatransparencia.publicsoft.com.br/sistemas/ContabilidadePublica/views/	Portal da Transparência do Município de Brejinho
http://netuse.inf.br/brejo_m_deus/portaltransparencia/index.php?link=1	Portal da Transparência do Município de Brejo da Madre de Deus
http://www.buenosaires.pe.gov.br/portal-da-transparencia.html	Portal da Transparência do Município de Buenos Aires
http://www.transparenciagovernamental.com.br/buique	Portal da Transparência do Município de Buíque
http://caruarupe.transparencianomunicipio.com.br/	Portal da Transparência do Município de Caruaru
https://portaldatransparencia.jaboatao.pe.gov.br/	Portal da Transparência do Município de Jaboatão dos Guararapes
http://54.233.201.15/pronimtb/	Portal da Transparência do Município de Olinda
http://transparencia.paulista.pe.gov.br/codigos/web/geral/home.php	Portal da Transparência do Município de Paulista
http://transparencia.petrolina.pe.gov.br/	Portal da Transparência do Município de Petrolina
http://dados.recife.pe.gov.br/	Portal de Dados Abertos do Município de Recife
http://www.salgueiro.pe.gov.br/transparencia/index.htm	Portal da Transparência do Município de Salgueiro
http://www.boqueiraodopiaui.pi.gov.br/boqueiraodopiaui/	Portal da Transparência do Município de Boqueirão do Piauí
http://gestaofiscal.org/camaradecampomaior/transparencia	Portal da Transparência do Município de Campo Maior
http://jatobadopiaui.pi.gov.br/jatobadopiaui/	Portal da Transparência do Município de Jatobá do Piauí
http://transparencia.teresina.pi.gov.br/	Portal da Transparência do Município de Teresina
http://www.angra.rj.gov.br/secretaria.asp?indexsigla=transp	Prefeitura de Angra dos Reis
http://www.aperibe.rj.gov.br/portal	Prefeitura de Aperibé
https://www.araruama.rj.gov.br/transparencia/	Prefeitura de Araruama
http://areal.rj.gov.br/portal-da-transparencia-2/	Prefeitura de Areal
http://transparencia.buzios.rj.gov.br/	Prefeitura de Armação dos Búzios
http://186.237.32.90:2018/contaspublicas/	Prefeitura de Arraial do Cabo
http://transparencia.portalbarradopirai.com.br/index.php/pt/	Prefeitura de Barra do Piraí
http://www.barramansa.rj.gov.br/transparencia/index.php/en/	Prefeitura de Barra Mansa
http://transparencia.prefeituradebelfordroxo.rj.gov.br/	Prefeitura de Belford Roxo
http://www.bomjardim.rj.gov.br/e-sic/	Prefeitura de Bom Jardim
http://transparencia.bomjesus.rj.gov.br:8079/transparencia	Prefeitura de Bom Jesus do Itabapoana
http://cabofrio.rj.gov.br/transparencia/	Prefeitura de Cabo Frio
https://e-gov.betha.com.br/transparencia/01037-004/recursos.faces?mun=NmwYKTAEBjQ=	Prefeitura de Cachoeiras de Macacu
http://prefeituradecambuci.rj.gov.br/transparencia/	Prefeitura de Cambuci
https://transparencia.campos.rj.gov.br/home	Prefeitura de Campos dos Goytacazes
https://www.cantagalo.rj.gov.br/transparencia	Prefeitura de Cantagalo
http://pt.carapebus.rj.gov.br/	Prefeitura de Carapebus
http://transparencia.cardosomoreira.rj.gov.br:8079/transparencia/	Prefeitura de Cardoso Moreira
http://www.carmo.rj.gov.br/transparencia	Prefeitura de Carmo
http://transparencia.casimirodeabreu.rj.gov.br/	Prefeitura de Casimiro de Abreu
http://pt.levygasparian.rj.gov.br/	Prefeitura de Comendador Levy Gasparian
http://pt.conceicaodemacabu.rj.gov.br/	Prefeitura de Conceição de Macabu
http://www.cordeiro.rj.gov.br/portal	Prefeitura de Cordeiro
http://www.duasbarras.rj.gov.br/portal	Prefeitura de Duas Barras
http://transparencia.duquedecaxias.rj.gov.br/	Prefeitura de Duque de Caxias
https://e-gov.betha.com.br/transparencia/01037-004/recursos.faces?mun=LM2jR8s96JlZWH5V0U0nBOKj-tSyQHef	Prefeitura de Engenheiro Paulo de Frontin
http://guapimirim.rj.gov.br/transparencia/	Prefeitura de Guapimirim
http://digital.iguaba.rj.gov.br/	Prefeitura de Iguaba Grande
https://www.itaborai.rj.gov.br/cidade-transparente/	Prefeitura de Itaboraí
http://transparencia.itaguai.rj.gov.br/	Prefeitura de Itaguaí
http://transparencia.italva.rj.gov.br/pronimtb/index.asp	Prefeitura de Italva
http://itaocara.rj.gov.br/transparencia/	Prefeitura de Itaocara
http://186.208.242.228:81/pronimtb/	Prefeitura de Itaperuna
https://itatiaia.rj.gov.br/acesso-a-informacao	Prefeitura de Itatiaia
http://siapegov.japeri.rj.gov.br/portal-transparencia/home	Prefeitura de Japeri
http://laje.rj.gov.br/transparencia/	Prefeitura de Laje do Muriaé
http://sistemas.macae.rj.gov.br:84/transparencia/	Prefeitura de Macaé
http://prefeituramacuco.rj.gov.br/prefpop/index.html	Prefeitura de Macuco
http://transparencia.mage.rj.gov.br/	Prefeitura de Magé
https://e-gov.betha.com.br/transparencia/01037-004/recursos.faces?mun=WppxBH47Kza1Cw1lEux3UylrmoIL_iuG	Prefeitura de Mangaratiba
http://ecidadeonline.marica.rj.gov.br/e-cidade_transparencia_inte/	Prefeitura de Maricá
http://www.mendes.rj.gov.br/234	Prefeitura de Mendes
http://transparencia.mesquita.rj.gov.br/	Prefeitura de Mesquita
http://transparencia.pmmp.rj.gov.br/	Prefeitura de Miguel Pereira
http://miracema.rj.gov.br/transparencia/	Prefeitura de Miracema
http://179.109.158.34:8079/transparencia/	Prefeitura de Natividade
http://nilopolis.rj.gov.br/site/transparencia/	Prefeitura de Nilópolis
https://geo.niteroi.rj.gov.br/civitasgeoportal/	Geoportal Civitas
http://observa.niteroi.rj.gov.br/	Observatório de Indicadores
http://portais.niteroi.rj.gov.br/portal-da-transparencia/	Prefeitura de Niterói
http://transparencia.pmnf.rj.gov.br/	Prefeitura de Nova Friburgo
http://receita.novaiguacu.rj.gov.br:8484/portal-transparencia/home	Prefeitura de Nova Iguaçu
https://paracambi.ccanet.com.br/transparencia	Prefeitura de Paracambi
http://paraibadosul.rj.gov.br/transparencia	Prefeitura de Paraíba do Sul
http://pmparaty.web2382.uni5.net/blogtransparencia/index.aspx	Prefeitura de Paraty
http://177.155.184.58/e-cidade_transparencia/	Prefeitura de Paty do Alferes
http://www.petropolis.rj.gov.br/pmp/index.php/transparencia-servico/home-transparencia.html	Prefeitura de Petrópolis
http://www.pinheiral.rj.gov.br/PortalTransparencia/	Prefeitura de Pinheiral
https://transparencia.pirai.rj.gov.br/	Prefeitura de Piraí
http://transparencia.porciuncula.rj.gov.br:8079/transparencia	Prefeitura de Porciúncula
http://s2.asp.srv.br/etransparencia.pm.portoreal.rj/servlet/portal	Prefeitura de Porto Real
http://transparencia.quatis.rj.gov.br/	Prefeitura de Quatis
https://www.queimados.rj.gov.br/portal/transparencia	Prefeitura de Queimados
http://transparencia.quissama.rj.gov.br/contaspublicas/	Prefeitura de Quissamã
http://resende.rj.gov.br/blogtransparencia/page/index.asp	Prefeitura de Resende
https://e-gov.betha.com.br/transparencia/01037-004/recursos.faces?mun=ZNMCq9WbIVc=	Prefeitura de Rio Bonito
https://e-gov.betha.com.br/transparencia/01037-004/recursos.faces?mun=vmkUEqRPbWusgJfn2UjAO_5-6qALcbpz	Prefeitura de Rio Claro
http://transparenciapmrf.primaxonline.com.br/	Prefeitura de Rio das Flôres
https://www.riodasostras.rj.gov.br/transparencia/	Prefeitura de Rio das Ostras
http://prefeitura.rio/web/transparenciacarioca	Prefeitura do Rio de Janeiro
http://www.data.rio/	DATA.Rio
https://www.pmsmm.rj.gov.br/portal_transparencia	Prefeitura de Santa Maria Madalena
http://santoantoniodepadua.rj.gov.br/transparencia/	Prefeitura de Santo Antônio de Pádua
http://177.66.89.34:8079/Transparencia/	Prefeitura de São Fidélis
https://www.pmsfi.rj.gov.br/portal-da-transparencia/	Prefeitura de São Francisco de Itabapoana
https://portal.pmsg.rj.gov.br/pmsaogoncalo/websis/siapegov/portal/index.php?cliente=pmsaogoncalo	Portal da Transparência da Prefeitura de São Gonçalo
http://www.pmsg.rj.gov.br/transparencia/	Prefeitura de São Gonçalo
https://saojoaodabarra-rj.portaltp.com.br/consultas/institucional/arquivo.aspx	Prefeitura de São João da Barra
http://transparencia.meriti.rj.gov.br/?serv=28	Prefeitura de São João de Meriti
http://pt.saojosedeuba.rj.gov.br/pronimtb/	Prefeitura de Sao José de Ubá
https://e-gov.betha.com.br/transparencia/01037-005/recursos.faces	Prefeitura de São José do Vale do Rio Preto
http://transparencia.pmspa.rj.gov.br/	Prefeitura de São Pedro da Aldeia
http://ssalto.rj.gov.br/portal-da-transparencia/	Prefeitura de São Sebastião do Alto
http://sapucaia.rj.gov.br/servicos/index.html	Prefeitura de Sapucaia
http://transparencia.saquarema.rj.gov.br/	Prefeitura de Saquarema
http://transparencia.seropedica.rj.gov.br/	Prefeitura de Seropédica
http://cidadao.silvajardim.rj.gov.br/pronimtb/index.asp	Prefeitura de Silva Jardim
http://www.sumidouro.rj.gov.br/menu-transparencia/	Prefeitura de Sumidouro
https://tangua.rj.gov.br/transparencia/	Prefeitura de Tanguá
https://teresopolis.rj.gov.br/transparencia/	Prefeitura de Teresópolis
https://trajanotransparente.rj.gov.br/	Prefeitura de Trajano de Moraes
http://transparencia-pmtr.sgpsystems.com.br/	Prefeitura de Três Rios
http://www.valenca.rj.gov.br/transparencia/	Prefeitura de Valença
http://transparencia.varresai.rj.gov.br:8090/pronimtb/	Prefeitura de Varre-Sai
https://www.vassouras.rj.gov.br/transparencia	Prefeitura de Vassouras
http://www.voltaredonda.rj.gov.br/transparencia/	Prefeitura de Volta Redonda
https://www.acari.rn.leg.br/transparencia	Portal da Transparência do Município de Acari
http://170.254.243.26/	Portal da Transparência do Município de Afonso Bezerra
https://aguanova.rn.gov.br/acessoainformacao.php	Portal da Transparência do Município de Água Nova
http://www.transparenciaicone.com.br/alexandriarn/portaldatransparencia/	Portal da Transparência do Município de Alexandria
https://www.gove.digital/dados-abertos/#/alexandria-rn/geral	Dados Abertos do Município de Alexandria
http://www.transparenciaicone.com.br/alminoafonsorn/portaldatransparencia/	Portal da Transparência do Município de Almino Afonso
http://170.79.153.44:5659/transparencia/	Portal da Transparência do Município de Alto do Rodrigues
http://topdown.servehttp.com:8080/Transparencia/pmangicos/	Portal da Transparência do Município de Angicos
https://www.gove.digital/dados-abertos/#/angicos-rn/geral	Dados Abertos do Município de Angicos
https://antoniomartins.rn.gov.br/portal-da-transparencia/	Portal da Transparência do Município de Antônio Martins
https://www.apodi.rn.gov.br/acessoainformacao.php	Portal da Transparência do Município de Apodi
https://www.gove.digital/dados-abertos/#/apodi-rn/geral	Dados Abertos do Município de Apodi
http://areiabranca.rn.gov.br/transparencia/	Portal da Transparência do Município de Areia Branca
http://www.transparenciaicone.com.br/arezrn/portaldatransparencia/	Portal da Transparência do Município de Arêz
http://assu.rn.gov.br/portal-da-transparencia/	Portal da Transparência do Município do Assú
https://www.gove.digital/dados-abertos/#/assu-rn/geral	Dados Abertos do Município de Assu
http://baiaformosa.rn.gov.br/transparencia	Portal da Transparência do Município de Baia Formosa
http://www.portaltransparencia.gov.br/localidades/2401453-barauna	Portal da Transparência do Município de Baraúna
https://www.gove.digital/dados-abertos/#/barauna-rn/geral	Dados Abertos do Município de Baraúna
https://www.barcelona.rn.gov.br/acessoainformacao.php	Portal da Transparência do Município de Barcelona
http://topdown.servehttp.com:8080/Transparencia/pmbentofernandes/	Portal da Transparência do Município de Bento Fernandes
http://191.241.56.58/transparencia/	Portal da Transparência do Município de Boa Saúde
https://www.governotransparente.com.br/6647490	Portal da Transparência do Município de Bodó
https://site.bomjesus.rn.gov.br/transparencia-municipal	Portal da Transparência do Município de Bom Jesus
http://www.governotransparente.com.br/6650490	Portal da Transparência do Município de Brejinho
http://www.caicaradonorte.rn.leg.br/transparencia/	Portal da Transparência da Câmara Municipal de Caiçara do Norte
http://caicaradoriodovento.rn.gov.br/portal-da-transparencia/	Portal da Transparência do Município de Caiçara do Rio do Vento
https://caico.rn.gov.br/acessoainformacao.php	Portal da Transparência do Município de Caicó
https://www.gove.digital/dados-abertos/#/caico-rn/geral	Dados Abertos do Município de Caicó
https://www.campogrande.rn.gov.br/acessoainformacao.php	Portal da Transparência do Município de Campo Grande
http://186.209.104.139/transparencia/	Portal da Transparência do Município de Campo Redondo
http://topdown.servehttp.com:8080/transparencia/PMCanguaretama/	Portal da Transparência do Município de Canguaretama
https://www.gove.digital/dados-abertos/#/canguaretama-rn/geral	Dados Abertos do Município de Canguaretama
http://www.caraubas.rn.gov.br/portal-da-transparencia/	Portal da Transparência do Município de Caraúbas
http://170.79.48.23:85/	Portal da Transparência do Município de Carnaúba dos Dantas
https://carnaubais.rn.gov.br/acessoainformacao.php	Portal da Transparência do Município de Carnaubais
https://www.gove.digital/dados-abertos/#/carnaubais-rn/geral	Dados Abertos do Município de Carnaubais
http://topdown.servehttp.com:8080/Transparencia/pmcearamirim/	Portal da Transparência do Município de Ceará Mirim
https://www.cerrocora.rn.gov.br/acessoainformacao.php	Portal da Transparência do Município de Cerro Corá
http://topdown.servehttp.com:8080/transparencia/pmcoronelezequiel/	Portal da Transparência do Município de Coronel Ezequiel
http://www.transparenciaicone.com.br/coroneljoaopessoarn/portaldatransparencia/	Portal da Transparência do Município de Coronel João Pessoa
http://177.107.104.26:8080/transparencia/despesas.aspx	Portal da Transparência do Município de Cruzeta
http://prefeituracurraisnovos.com.br/transparencia/	Portal da Transparência do Município de Currais Novos
http://transparenciaicone.com.br/doutorseverianorn/portaldatransparencia/	Portal da Transparência do Município de Doutor Severiano
https://www.encanto.rn.gov.br/acessoainformacao.php	Portal da Transparência do Município de Encanto
https://www.gove.digital/dados-abertos/#/encanto-rn/geral	Dados Abertos do Município de Encanto
https://www.equador.rn.gov.br/portal/transparencia-fiscal	Portal da Transparência do Município de Equador
https://www.gove.digital/dados-abertos/#/equador-rn/geral	Dados Abertos do Município de Equador
http://topdown.servehttp.com:8080/Transparencia/pmespiritosanto/	Portal da Transparência do Município de Espirito Santo
https://extremoz.rn.gov.br/portal-da-transparencia/	Portal da Transparência do Município de Extremoz
https://www.gove.digital/dados-abertos/#/extremoz-rn/geral	Dados Abertos do Município de Extremoz
https://www.felipeguerra.rn.gov.br/contas-publicas	Portal da Transparência do Município de Felipe Guerra
http://www.governotransparente.com.br/6689489	Portal da Transparência do Município de Fernando Pedroza
http://168.232.150.196:81/	Portal da Transparência do Município de Florânia
https://www.gove.digital/dados-abertos/#/florania-rn/geral	Dados Abertos do Município de Florânia
https://www.franciscodantas.rn.gov.br/acessoainformacao.php	Portal da Transparência do Município de Francisco Dantas
http://cloud.publica.inf.br/clientes/frutuosogomes_pm/portaltransparencia/	Portal da Transparência do Município de Frutuoso Gomes
http://170.254.212.205:8079/transparencia/	Portal da Transparência do Município de Galinhos
http://goianinha.rn.gov.br/transparencia/	Portal da Transparência do Município de Goianinha
https://www.gove.digital/dados-abertos/#/goianinha-rn/geral	Dados Abertos do Município de Goianinha
http://topdown.servehttp.com:8080/Transparencia/pmgovdixseptrosado/	Portal da Transparência do Município de Governador Dix-Sept Rosado
http://168.197.161.13:8079/transparencia/	Portal da Transparência do Município de Grossos
https://guamare.rn.gov.br/portal-da-transparencia/	Portal da Transparência do Município de Guamaré
https://ielmomarinho.rn.gov.br/transparencia/	Portal da Transparência do Município de Ielmo Marinho
https://ipanguacu.rn.gov.br/transparencia/	Portal da Transparência do Município de Ipanguaçu
http://transparencia.ipueira.rn.gov.br/	Portal da Transparência do Município de Ipueira
https://itaja.rn.gov.br/transparencia/	Portal da Transparência do Município de Itajá
https://www.itau.rn.gov.br/acessoainformacao.php	Portal da Transparência do Município de Itaú
https://www.gove.digital/dados-abertos/#/itau-rn/geral	Dados Abertos do Município de Itaú
http://topdown.servehttp.com:8080/transparencia/pmjacana/	Portal da Transparência do Município de Jaçanã
http://topdown.servehttp.com:8080/transparencia/pmjandaira/	Portal da Transparência do Município de Jandaíra
http://topdown.servehttp.com:8080/transparencia/pmjanduis/	Portal da Transparência do Município de Janduís
https://www.gove.digital/dados-abertos/#/janduis-rn/geral	Dados Abertos do Município de Janduís
http://japi.rn.gov.br/transparencia-municipal/	Portal da Transparência do Município de Japi
https://jardimdeangicos.rn.gov.br/transparencia/	Portal da Transparência do Município de Jardim de Angicos
http://topdown.servehttp.com:8080/transparencia/pmjardimpiranhas/	Portal da Transparência do Município de Jardim de Piranhas
http://170.79.48.5:8080/transparencia/	Portal da Transparência do Município de Jardim do Seridó
http://topdown.servehttp.com:8080/Transparencia/pmjoaocamara/	Portal da Transparência do Município de João Câmara
https://www.joaodias.rn.gov.br/acessoainformacao.php	Portal da Transparência do Município de João Dias
https://www.josedapenha.rn.gov.br/acessoainformacao.php	Portal da Transparência do Município de José da Penha
http://www.jucurutu.rn.gov.br/portal-da-transparencia/	Portal da Transparência do Município de Jucurutu
http://jundia.rn.gov.br/transparencia-municipal/	Portal da Transparência do Município de Jundiá
https://lagoadanta.rn.gov.br/transparente/	Portal da Transparência do Município de Lagoa D’Anta
http://lagoadepedras.rn.gov.br/portaldatransparencia.html	Portal da Transparência do Município de Lagoa de Pedras
https://www.governotransparente.com.br/6739489	Portal da Transparência do Município de Lagoa de Velhos
http://lagoanova.rn.gov.br/portal-da-transparencia/	Portal da Transparência do Município de Lagoa Nova
https://lagoasalgada.rn.gov.br/transparente/	Portal da Transparência do Município de Lagoa Salgada
http://lajes.rn.gov.br/transparencia/	Portal da Transparência do Município de Lajes
http://topdown.servehttp.com:8080/transparencia/pmlajespintadas/	Portal da Transparência do Município de Lajes Pintadas
http://cloud.publica.inf.br/clientes/lucrecia_pm/portaltransparencia/	Portal da Transparência do Município de Lucrécia
https://luisgomes.rn.gov.br/elementor-6617/	Portal da Transparência do Município de Luís Gomes
http://186.209.105.226/transparencia/portalMacaiba/index.html	Portal da Transparência do Município de Macaíba
http://transparencia.macau.rn.gov.br/	Portal da Transparência do Município de Macau
https://www.majorsales.rn.gov.br/acessoainformacao.php	Portal da Transparência do Município de Major Sales
https://marcelinovieira.rn.gov.br/acessoainformacao.php	Portal da Transparência do Município de Marcelino Vieira
https://silveiramartins.rs.gov.br/transparencia/portal-da-transparencia	Portal da Transparência do Município de Martins
https://site.maxaranguape.rn.gov.br/transparencia-municipal	Portal da Transparência do Município de Maxaranguape
http://portaldatransparencia.publicsoft.com.br/sistemas/ContabilidadePublica/views/	Portal da Transparência do Município de Messias Targino
http://montanhas.rn.gov.br/portal-de-transparencia/	Portal da Transparência do Município de Montanhas
https://montealegre.rn.gov.br/transparencia/	Portal da Transparência do Município de Monte Alegre
http://www.governotransparente.com.br/6766590/	Portal da Transparência da Câmara Municipal de Monte Alegre
http://montedasgameleiras.rn.gov.br/transparencia-municipal/	Portal da Transparência do Município de Monte das Gameleiras
http://187.19.199.132/transparencia/	Portal da Transparência do Município de Mossoró
https://www.gove.digital/dados-abertos/#/mossoro-rn/geral	Dados Abertos do Município de Mossoró
https://natal.rn.gov.br/transparencia/	Portal da Transparência do Município de Natal
http://dados.natal.br/	Portal da Transparência da Mobilidade Urbana de Natal
https://www.gove.digital/dados-abertos/#/natal-rn/geral	Dados Abertos do Município de Natal
http://nisiafloresta.rn.gov.br/portal-da-transparencia/	Portal da Transparência do Município de Nísia Floresta
https://novacruz.rn.gov.br/transparente/	Portal da Transparência do Município de Nova Cruz
https://www.olhodaguadoborges.rn.gov.br/acessoainformacao.php	Portal da Transparência do Município de Olho D’Água do Borges
http://177.152.66.53:81/transparencia/	Portal da Transparência do Município de Ouro Branco
https://www.parana.rn.gov.br/acessoainformacao.php	Portal da Transparência do Município de Paraná
http://parau.rn.gov.br/transparencia-municipal/	Portal da Transparência do Município de Paraú
http://www.parazinho.rn.gov.br/transparencia.asp	Portal da Transparência do Município de Parazinho
http://topdown.servehttp.com:8080/Transparencia/pmparelhas/	Portal da Transparência do Município de Parelhas
https://parnamirim.rn.gov.br/transparencia.jsp	Portal da Transparência do Município de Parnamirim
http://transparenciapf.controletic.com.br/	Portal da Transparência do Município de Passa e Fica
http://www.governotransparente.com.br/6790490	Portal da Transparência do Município de Passagem
http://portaldatransparencia.publicsoft.com.br/sistemas/ContabilidadePublica/	Portal da Transparência da Câmara Municipal de Patu
https://www.paudosferros.rn.gov.br/acessoainformacao.php	Portal da Transparência do Município de Pau dos Ferros
http://www.pedragrande.rn.gov.br/transparencia/	Portal da Transparência do Município de Pedra Grande
https://pedrapreta.rn.gov.br/transparencia/	Portal da Transparência do Município de Pedra Preta
http://pedroavelino.rn.gov.br/326-2/	Portal da Transparência do Município de Pedro Avelino
https://pedrovelho.rn.gov.br/transparente/	Portal da Transparência do Município de Pedro Velho
%3138.36.5.70:3370/transparencia/	Portal da Transparência do Município de Pendências
https://piloes.rn.gov.br/acessoainformacao.php	Portal da Transparência do Município de Pilões
http://138.185.165.239/transparencia/despesas.aspx	Portal da Transparência do Município de Poço Branco
http://177.37.166.61:5656/Transparencia/	Portal da Transparência do Município de Portalegre
http://cloud.publica.inf.br/clientes/portodomangue_pm/portaltransparencia/	Portal da Transparência do Município de Porto do Mangue
http://pureza.rn.gov.br/transparencia-municipal/	Portal da Transparência do Município de Pureza
http://www.governotransparente.com.br/6815487	Portal da Transparência do Município de Rafael Fernandes
http://www.transparenciaicone.com.br/rafaelgodeirorn/portaldatransparencia/	Portal da Transparência do Município de Rafael Godeiro
http://cloud.publica.inf.br/clientes/riachodacruz_pm/portaltransparencia/	Portal da Transparência do Município de Riacho da Cruz
http://www.transparenciaicone.com.br/riachodesantanarn/portaldatransparencia/	Portal da Transparência do Município de Riacho de Santana
https://riachuelo.rn.gov.br/transparente/	Portal da Transparência do Município de Riachuelo
http://riodofogo.rn.gov.br/transparencia.html	Portal da Transparência do Município de Rio do Fogo
http://cloud.publica.inf.br/clientes/rodolfofernandes_pm/portaltransparencia/	Portal da Transparência do Município de Rodolfo Fernandes
https://ruybarbosa.rn.gov.br/transparente/	Portal da Transparência do Município de Ruy Barbosa
http://www.santacruz.rn.gov.br/site/index.php/prefeitura/portal-da-transparencia	Portal da Transparência do Município de Santa Cruz
http://www.governotransparente.com.br/6830590	Portal da Transparência da Câmara Municipal de Santa Maria
http://www.portaldatransparencia.gov.br/localidades/2411403-santana-do-matos	Portal da Transparência do Município de Santana do Matos
http://pmsantanadoserido.rn.gov.br/incorporar?link=http:%2F%2Fgovernotransparente.com.br%2F6834490	Portal da Transparência do Município de Santana do Seridó
http://santoantonio.rn.gov.br/transparencia.html	Portal da Transparência do Município de Santo Antônio
http://www.transparenciaicone.com.br/saobentodonortern/portaldatransparencia/	Portal da Transparência do Município de São Bento do Norte
http://topdown.servehttp.com:8080/transparencia/pmsaobentotrairi/	Portal da Transparência do Município de São Bento do Trairí
http://cloud.publica.inf.br/clientes/saofernando_pm/portaltransparencia/	Portal da Transparência do Município de São Fernando
http://cloud.publica.inf.br/clientes/saofranciscooeste_pm/portaltransparencia/	Portal da Transparência do Município de São Francisco do Oeste
https://saogoncalo.rn.gov.br/transparencia/	Portal da Transparência do Município de São Gonçalo do Amarante
http://saojoaodosabugi.rn.gov.br/portal-da-transparencia/	Portal da Transparência do Município de São João do Sabugi
http://177.135.190.90:8080/transparencia	Portal da Transparência do Município de São José de Mipibu
http://lemarq.com.br/transparencia/rnp132/	Portal da Transparência do Município de São José do Seridó
https://www.saomiguel.rn.gov.br/transparencia	Portal da Transparência do Município de São Miguel
https://site.saomigueldogostoso.rn.gov.br/transparencia-municipal	Portal da Transparência do Município de São Miguel do Gostoso
http://168.194.179.10:8079/Transparencia/	Portal da Transparência do Município de São Paulo do Potengi
http://www.portaltransparencia.gov.br/localidades/2412708-sao-pedro	Portal da Transparência do Município de São Pedro
https://saorafael.rn.gov.br/transparencia/	Portal da Transparência do Município de São Rafael
http://prefeituramunicipaldesaotome.rn.gov.br/incorporar?link=https:%2F%2Fgovernotransparente.com.br%2F6862488?clean=true	Portal da Transparência do Município de São Tomé
https://www.governotransparente.com.br/6864490	Portal da Transparência do Município de São Vicente
https://senadoreloidesouza.rn.gov.br/transparente/	Portal da Transparência do Município de Senador Elói de Souza
http://pmsenadorgeorginoavelino.rn.gov.br/incorporar?link=http:%2F%2Fgovernotransparente.com.br%2F6867488?clean=true	Portal da Transparência do Município de Senador Georgino Avelino
http://www.serracaiada.rn.gov.br/portal-transparencia.html	Portal da Transparência do Município de Serra Caiada
http://serradesaobento.rn.gov.br/incorporar?link=http:%2F%2Fgovernotransparente.com.br%2F6869490	Portal da Transparência do Município de Serra de São Bento
http://serradomel.rn.gov.br/incorporar?link=http:%2F%2Ftopdown.servehttp.com:8080%2FTransparencia%2Fpmserramel%2Fdespesas.aspx	Portal da Transparência do Município de Serra do Mel
http://serranegra.rn.gov.br/assuntos/portal-da-transparencia	Portal da Transparência do Município de Serra Negra do Norte
http://serrinha.rn.gov.br/transparencia-municipal/	Portal da Transparência do Município de Serrinha
http://transparencia.serrinhadospintos.rn.gov.br/	Portal da Transparência do Município de Serrinha dos Pintos
http://www.governotransparente.com.br/6878489	Portal da Transparência do Município de Severiano Melo
https://www.sitionovo.rn.leg.br/transparencia	Portal da Transparência da Câmara Municipal de Sítio Novo
https://transparencia.layoutsistemas.com.br/	Portal da Transparência do Município de Taboleiro Grande
http://www.damsete.com.br/portal_transparencia/empresa/08114753000130	Portal da Transparência do Município de Taipu
https://www.governotransparente.com.br/6885490?clean=false	Portal da Transparência do Município de Tangará
http://transparencia.tenenteananias.rn.gov.br/	Portal da Transparência do Município de Tenente Ananias
http://tenentelaurentinocruz.rn.gov.br/transparencia.htm	Portal da Transparência do Município de Tenente Laurentino Cruz
http://131.0.160.131:8070//transparencia/	Portal da Transparência do Município de Tibau
https://tibaudosul.rn.gov.br/portal-da-transparencia/	Portal da Transparência do Município de Tibau do Sul
